Striped Box coloring (coloringBox: 5x5x5) (coop_num: 4),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_RR Norm: 0.372188
11.2417
10.7324
10.7231
10.7794
10.7748
10.7654
10.7325
10.7544
10.732
10.7332
