Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_RR Norm: 0.414877
21.8494
21.2292
21.2233
21.2584
21.1792
21.0022
20.7211
20.5917
20.6332
20.6643
