Striped Box coloring (coloringBox: 8x8x8) (coop_num: 4),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_RR Norm: 0.468349
62.6651
61.4615
58.0094
57.6018
57.5474
57.6339
57.523
57.5614
57.4685
57.5719
