Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_RR Norm: 0.472587
83.9194
82.7521
80.6949
80.1859
80.0503
80.2794
80.2167
80.3178
80.1104
80.1519
