Striped Box coloring (coloringBox: 8x8x8) (coop_num: 4),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_RR Norm: 0.359584
33.6827
33.4998
33.7234
33.5224
33.467
33.4753
33.511
33.6764
33.5097
33.5035
