Striped Box coloring (coloringBox: 6x6x6) (coop_num: 4),41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_RR Norm: 0.324045
16.2809
16.0025
16.0223
16.002
16.0257
15.9986
16.0521
16.0279
16.0232
16.0069
