Striped Box coloring (coloringBox: 4x4x4) (coop_num: 4),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_RR Norm: 0.4722
63.5886
62.4144
62.3514
60.6259
60.6031
60.5104
60.5933
60.366
60.5122
60.3968
