Striped Box coloring (coloringBox: 6x6x6) (coop_num: 4),41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_RR Norm: 0.0978834
8.60621
8.59968
8.58323
8.6072
8.59901
8.58954
8.61165
8.60781
8.58733
8.58874
