Striped Box coloring (coloringBox: 8x8x8) (coop_num: 4),41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_RR Norm: 0.318311
33.0907
32.9689
32.9944
33.1001
32.95
32.9741
33.0074
32.9707
33.0678
33.141
