Striped Box coloring (coloringBox: 6x6x6) (coop_num: 4),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_RR Norm: 0.417193
18.378
18.2825
18.2521
18.2928
18.3079
18.3116
18.295
18.2554
18.291
18.3481
