Striped Box coloring (coloringBox: 6x6x6) (coop_num: 4),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_RR Norm: 0.366359
15.6981
15.489
15.5009
15.5175
15.51
15.5761
15.5151
15.5393
15.5231
15.5438
