Striped Box coloring (coloringBox: 6x6x6) (coop_num: 4),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_RR Norm: 0.188573
11.4468
11.4116
11.4047
11.429
11.4716
11.4434
11.4119
11.4085
11.4685
11.4425
