Striped Box coloring (coloringBox: 4x4x4) (coop_num: 4),41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_RR Norm: 0.102169
2.95594
2.94477
2.93898
2.94566
2.94122
2.94262
2.94691
2.9712
2.96243
2.96326
