Striped Box coloring (coloringBox: 4x4x4) (coop_num: 4),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_RR Norm: 0.414878
19.3105
19.1716
19.1871
19.3252
19.1992
19.1909
19.1694
19.1942
19.1985
19.1867
