Striped Box coloring (coloringBox: 6x6x6) (coop_num: 4),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_RR Norm: 0.11151
9.03248
8.94848
8.99123
8.94483
8.93808
9.02208
8.96563
8.95741
8.95741
8.96157
