Striped Box coloring (coloringBox: 5x5x5) (coop_num: 4),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_RR Norm: 0.109298
5.27488
5.28525
5.27562
5.31766
5.28253
5.29693
5.27232
5.26867
5.27453
5.29808
