Striped Box coloring (coloringBox: 7x7x7) (coop_num: 4),41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_RR Norm: 0.320142
24.6412
24.3694
24.3777
24.3905
24.3814
24.3942
24.378
24.4113
22.5964
22.4478
