Striped Box coloring (coloringBox: 7x7x7) (coop_num: 4),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_RR Norm: 0.182553
7.06832
7.09386
6.67046
6.61322
6.58829
6.58864
6.59507
6.60179
6.60746
6.60464
