Striped Box coloring (coloringBox: 5x5x5) (coop_num: 4),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_RR Norm: 0.41389
20.2007
20.0808
20.1136
20.0612
20.0641
20.0691
20.0864
20.1238
20.0772
20.0631
