Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_RR Norm: 0.120138
1.3473
1.34586
1.33805
1.34112
1.34669
1.34246
1.32995
1.33242
1.34662
1.33453
