Striped Box coloring (coloringBox: 4x4x4) (coop_num: 4),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_RR Norm: 0.108528
2.82854
2.8128
2.8095
2.81517
2.81222
2.80938
2.80829
2.8392
2.82506
2.81226
