Striped Box coloring (coloringBox: 4x4x4) (coop_num: 4),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_RR Norm: 0.366153
10.8708
10.3117
10.3111
10.4895
10.3085
10.3203
10.309
10.3094
10.298
10.332
