Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_RR Norm: 0.369901
8.2656
7.74733
7.73034
7.74208
7.7512
7.75005
7.75341
7.75411
7.76371
7.7455
