Striped Box coloring (coloringBox: 8x8x8) (coop_num: 4),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_RR Norm: 0.182383
22.6717
22.6853
22.6746
22.7281
22.6961
22.6328
22.6984
22.6952
22.6405
22.6126
