Striped Box coloring (coloringBox: 7x7x7) (coop_num: 4),41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_RR Norm: 0.102503
13.3735
13.3754
13.4004
13.369
13.3949
13.4476
13.411
13.5311
13.3609
13.3481
