Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_RR Norm: 0.363448
10.7655
10.2825
10.26
10.2852
10.2739
10.283
10.2835
10.2834
10.2544
10.2752
