Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_RR Norm: 0.326864
5.47197
5.27872
5.256
5.22211
5.22557
5.2233
5.23133
5.25738
5.24774
5.21856
