Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_RR Norm: 0.104364
1.75072
1.73418
1.73466
1.7304
1.73091
1.72874
1.73661
1.73174
1.73101
1.72509
