Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,24,24,24,343000,SymGS,vanilla_version_RR Norm: 0.151381
2.00352
1.98861
1.99082
1.99446
1.9967
1.99171
1.99942
1.99062
1.98794
1.98621
