Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_RR Norm: 0.414877
22.2587
21.2037
21.2107
21.2044
21.2229
21.213
21.245
21.2541
21.1988
20.6822
