Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_RR Norm: 0.474814
76.9982
75.7591
73.9904
73.5293
73.8072
73.7645
73.8849
73.8865
73.7517
73.7686
