Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_RR Norm: 0.0538694
2.64301
2.63565
2.64128
2.61958
2.64934
2.65107
2.63552
2.6272
2.62493
2.62976
