Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_RR Norm: 0.199118
2.04691
2.03296
2.02819
2.02912
2.0297
2.03658
2.02816
2.03078
2.02726
2.02752
