Striped Box coloring,41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_RR Norm: 0.126404
1.23302
1.23539
1.2327
1.24691
1.2352
1.23264
1.24618
1.2313
1.24198
1.23901
