Striped Box coloring,41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_RR Norm: 0.200786
2.04157
2.02816
2.03309
2.03258
2.02128
2.02621
2.01933
2.02483
2.02787
2.03942
