Striped Box coloring,41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_RR Norm: 0.471333
42.5161
42.4158
42.4412
42.4665
42.4181
42.4974
42.4777
42.4885
42.4451
42.4867
