Striped Box coloring,41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_RR Norm: 0.364491
5.5048
5.52166
5.51923
5.51248
5.49846
5.49446
5.5192
5.4984
5.48371
5.47885
