Striped Box coloring,41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_RR Norm: 0.335813
2.46634
2.46413
2.47872
2.46502
2.45501
2.46163
2.46317
2.4585
2.46685
2.46592
