Striped Box coloring,41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_RR Norm: 0.108911
1.54957
1.55011
1.54918
1.54384
1.54742
1.54256
1.55046
1.5439
1.54202
1.54448
