AMGX 3 iterations,41-44,3d_27pt,64,64,64,6859000,SymGS,L2 Norm: 441.7725885734519
6.798175811767578
6.513919830322266
6.516575813293457
6.555488109588623
6.551680088043213
6.54863977432251
6.555327892303467
6.544191837310791
6.756383895874023
6.558432102203369
