BaseTorch,41-44,3d_27pt,16,16,16,97336,MG
5472.5146484375
5472.986328125
5467.03857421875
5471.28955078125
5452.375
5459.04736328125
5440.28173828125
5459.80029296875
5467.111328125
5470.021484375
