MatlabReference,41-44,3d_27pt,8,8,8,10648,CG
1242.522705078125
1244.40869140625
1242.4803466796875
929.2122802734375
1241.7913818359375
1244.658935546875
1243.4678955078125
1241.73974609375
1243.46630859375
1241.04931640625
