BaseTorch,41-44,3d_27pt,24,24,24,343000,SymGS
8089.9599609375
8093.96533203125
8104.25439453125
8101.5869140625
8079.47900390625
8088.44091796875
8076.8828125
8099.09765625
8069.42529296875
8091.6748046875
