MatlabReference,41-44,3d_27pt,16,16,16,97336,SymGS
2671.03125
2665.47802734375
2665.85595703125
2662.358154296875
2661.61572265625
2659.968017578125
2663.962646484375
2667.45361328125
2665.49853515625
2670.067626953125
