BaseTorch,41-44,3d_27pt,32,32,32,830584,CG
17.38697624206543
17.310720443725586
17.192960739135742
17.336320877075195
17.342592239379883
17.090560913085938
17.300479888916016
17.41209602355957
17.498111724853516
17.420255661010742
