BaseTorch,41-44,3d_27pt,8,8,8,10648,CG
17.209247589111328
17.113088607788086
17.298431396484375
17.164287567138672
17.05779266357422
17.156095504760742
17.37932777404785
17.344512939453125
17.096704483032227
16.927743911743164
