BaseTorch,41-44,3d_27pt,16,16,16,97336,SymGS
2377.25439453125
2379.29052734375
2377.5703125
2374.877197265625
2378.776611328125
2384.406494140625
2381.684814453125
2379.42578125
2384.60302734375
2380.1416015625
