BaseTorch,41-44,3d_27pt,8,8,8,10648,MG
685.066650390625
683.8906860351562
685.2833251953125
686.929931640625
680.8648071289062
684.2880249023438
686.9063720703125
688.0122680664062
685.6663208007812
686.08203125
