MatlabReference,41-44,3d_27pt,24,24,24,343000,SymGS
10804.998046875
10795.3740234375
10792.3671875
10780.2041015625
10818.71484375
10826.9189453125
10816.083984375
10837.6005859375
10820.0341796875
10820.5244140625
