BaseTorch,41-44,3d_27pt,8,8,8,10648,SymGS
297.1000061035156
298.0310974121094
297.3378601074219
298.7110290527344
297.4678955078125
297.66552734375
297.9348449707031
297.56622314453125
296.9477233886719
297.1730041503906
