MatlabReference,41-44,3d_27pt,8,8,8,10648,SymGS
311.8839111328125
311.19769287109375
310.72564697265625
309.75384521484375
311.6052551269531
311.7393798828125
310.9652404785156
310.2177429199219
310.50750732421875
311.23455810546875
