BaseTorch,41-44,3d_27pt,32,32,32,830584,SymGS
19174.845703125
19158.31640625
19247.30859375
19200.90234375
19269.083984375
19243.3828125
19250.646484375
19198.345703125
19156.509765625
19193.474609375
