BaseTorch,41-44,3d_27pt,24,24,24,343000,CG
16.96441650390625
17.22470474243164
17.393760681152344
17.42848014831543
17.43052864074707
17.22982406616211
17.01171112060547
17.523712158203125
17.115135192871094
17.253376007080078
