BaseTorch,41-44,3d_27pt,128,128,128,55742968,SPMV
3.0426878929138184
3.0402560234069824
3.0310399532318115
3.0342400074005127
3.028991937637329
3.0310399532318115
3.0320639610290527
3.0382080078125
3.0300159454345703
3.0310399532318115
