BaseTorch,41-44,3d_27pt,128,128,64,27725560,SPMV
1.548416018486023
1.5370240211486816
1.5400960445404053
1.5452159643173218
1.540992021560669
1.545151948928833
1.5400960445404053
1.539072036743164
1.539072036743164
1.539072036743164
