AMGX 2 iterations,41-44,3d_27pt,32,32,32,830584,SymGS,L2 Norm: 133.6880326189394
2.5265278816223145
2.4488000869750977
2.44051194190979
2.44704008102417
2.43887996673584
2.4459519386291504
2.4421119689941406
2.445568084716797
2.441215991973877
2.440160036087036
