AMGX 2 iterations,41-44,3d_27pt,16,16,16,97336,SymGS,L2 Norm: 38.82298948005032
2.382848024368286
2.287616014480591
2.292736053466797
2.318336009979248
2.2814719676971436
2.293760061264038
2.287616014480591
2.283519983291626
2.2896640300750732
2.283519983291626
