AMGX,41-44,3d_27pt,32,32,32,830584,SymGS,L2 Norm: 183.66381018412858
1.704192042350769
1.614367961883545
1.6139839887619019
1.6160000562667847
1.620255947113037
1.6211520433425903
1.6132800579071045
1.6180479526519775
1.6221760511398315
1.6168639659881592
