AMGX,41-44,3d_27pt,16,16,16,97336,SymGS,L2 Norm: 74.15794617300043
1.6087039709091187
1.5185920000076294
1.5329279899597168
1.5298559665679932
1.5226880311965942
1.5175679922103882
1.516543984413147
1.5134719610214233
1.5083520412445068
1.5155199766159058
