AMGX,41-44,3d_27pt,64,64,64,6859000,SymGS,L2 Norm: 524.8926541495421
3.537440061569214
3.225663900375366
3.2371840476989746
3.222464084625244
3.2276480197906494
3.2598719596862793
3.259392023086548
3.2811520099639893
3.2628159523010254
3.2814719676971436
