AMGX,41-44,3d_27pt,128,64,64,13790200,SymGS,L2 Norm: 746.4514338144152
5.901055812835693
5.569407939910889
5.531167984008789
5.552351951599121
5.575232028961182
5.612256050109863
5.765567779541016
5.584832191467285
5.593344211578369
5.574880123138428
