CuPy (gmres),41-44,3d_27pt,24,24,24,343000,SymGS
5.844992160797119
5.017568111419678
5.0083842277526855
5.06163215637207
4.9890241622924805
5.0186238288879395
5.0083842277526855
5.017600059509277
5.000192165374756
5.010528087615967
