CuPy (converging) (gmres),41-44,3d_27pt,16,16,16,97336,SymGS,RR Norm: 1.0207947886397765e-06
5.4773759841918945
5.411839962005615
5.410816192626953
5.405632019042969
5.399551868438721
5.4476799964904785
5.395455837249756
5.397503852844238
5.390336036682129
5.400576114654541
