CuPy (converging) (gmres),41-44,3d_27pt,128,64,64,13790200,SymGS,RR Norm: 0.15042594527517136
12.324864387512207
12.05452823638916
12.029952049255371
12.056575775146484
12.053536415100098
12.073984146118164
12.064767837524414
12.081151962280273
11.84870433807373
11.844608306884766
